geoid_co,tech_employment_all_estimate,share_tech,name,name_co
39091,264,0.0122301491707588,White,"Logan County, OH"
39105,104,0.0124790016798656,White,"Meigs County, OH"
39107,311,0.0142138939670932,White,"Mercer County, OH"
39111,55,0.010369532428356,White,"Monroe County, OH"
39115,69,0.0125090645395214,White,"Morgan County, OH"
39119,339,0.00864994514046592,White,"Muskingum County, OH"
39121,18,0.00432900432900433,White,"Noble County, OH"
39125,81,0.00976609597299252,White,"Paulding County, OH"
39131,64,0.00628375061364752,White,"Pike County, OH"
39135,227,0.0115474615932445,White,"Preble County, OH"
39137,165,0.00951173113506658,White,"Putnam County, OH"
39145,245,0.00951788974787304,White,"Scioto County, OH"
39149,288,0.0118836393645554,White,"Shelby County, OH"
39157,282,0.00652596500971952,White,"Tuscarawas County, OH"
39161,267,0.0191247045340592,White,"Van Wert County, OH"
39163,113,0.0209920118892811,White,"Vinton County, OH"
39167,541,0.0198736316214826,White,"Washington County, OH"
39169,1048,0.019012717476098,White,"Wayne County, OH"
39171,160,0.00903393371351138,White,"Williams County, OH"
39175,149,0.0134476534296029,White,"Wyandot County, OH"
40001,31,0.0043205574912892,Native American and Alaska Native,"Adair County, OK"
40007,42,0.0176248426353336,Hispanic or Latino,"Beaver County, OK"
40015,96,0.00951060035664751,Native American and Alaska Native,"Caddo County, OK"
40021,194,0.00971992584798838,Native American and Alaska Native,"Cherokee County, OK"
40025,0,0,Hispanic or Latino,"Cimarron County, OK"
40035,60,0.0110031175499725,Native American and Alaska Native,"Craig County, OK"
40039,54,0.00367872470876763,Hispanic or Latino,"Custer County, OK"
40041,177,0.0112990743696138,Native American and Alaska Native,"Delaware County, OK"
40057,7,0.00621669626998224,Hispanic or Latino,"Harmon County, OK"
40059,0,0,Hispanic or Latino,"Harper County, OK"
40063,26,0.00625902744342802,Native American and Alaska Native,"Hughes County, OK"
40065,163,0.0152265296590378,Hispanic or Latino,"Jackson County, OK"
40077,27,0.00764223039909425,Native American and Alaska Native,"Latimer County, OK"
40095,23,0.00386230058774139,Hispanic or Latino,"Marshall County, OK"
40097,148,0.00884902840059791,Native American and Alaska Native,"Mayes County, OK"
40101,301,0.0116341991341991,Native American and Alaska Native,"Muskogee County, OK"
40115,98,0.00789240557300475,Native American and Alaska Native,"Ottawa County, OK"
40133,41,0.00482182759026226,Native American and Alaska Native,"Seminole County, OK"
40139,71,0.00642941229738296,Hispanic or Latino,"Texas County, OK"
40141,39,0.0134158926728586,Hispanic or Latino,"Tillman County, OK"
41023,37,0.012675573826653,White,"Grant County, OR"
41027,309,0.0245296499166468,Hispanic or Latino,"Hood River County, OR"
41031,144,0.0154622570600236,Hispanic or Latino,"Jefferson County, OR"
41045,114,0.0099624224416674,Hispanic or Latino,"Malheur County, OR"
41049,98,0.0193829113924051,Hispanic or Latino,"Morrow County, OR"
41059,573,0.017203590836761,Hispanic or Latino,"Umatilla County, OR"
41063,15,0.00445765230312036,White,"Wallowa County, OR"
41065,117,0.00975487743871936,Hispanic or Latino,"Wasco County, OR"
42009,215,0.00984161860294791,White,"Bedford County, PA"
42015,411,0.0157725074833065,White,"Bradford County, PA"
42023,3,0.00164113785557987,White,"Cameron County, PA"
42031,217,0.0127887788778878,White,"Clarion County, PA"
42033,251,0.00734175734175734,White,"Clearfield County, PA"
42035,274,0.0155770324047754,White,"Clinton County, PA"
42039,345,0.00948245059505813,White,"Crawford County, PA"
42047,68,0.00445463478545693,White,"Elk County, PA"
42057,69,0.0102358700489542,White,"Fulton County, PA"
42059,138,0.00974232262619132,White,"Greene County, PA"
42063,433,0.0118646389916427,White,"Indiana County, PA"
42065,173,0.00871229289419348,White,"Jefferson County, PA"
42067,63,0.00578671810416093,White,"Juniata County, PA"
42073,602,0.0152412780393944,White,"Lawrence County, PA"
42083,124,0.00709057639524245,White,"McKean County, PA"
42087,220,0.0102635875903895,White,"Mifflin County, PA"
42097,732,0.017629633197659,White,"Northumberland County, PA"
42105,84,0.0125055828494864,White,"Potter County, PA"
42109,360,0.0185013876040703,White,"Snyder County, PA"
42111,326,0.00990851341904501,White,"Somerset County, PA"
42113,40,0.0154320987654321,White,"Sullivan County, PA"
42115,184,0.0108516159471573,White,"Susquehanna County, PA"
42117,182,0.0100691562932227,White,"Tioga County, PA"
42121,258,0.0116948461085173,White,"Venango County, PA"
42123,235,0.013320485205759,White,"Warren County, PA"
45005,11,0.00429184549356223,Black,"Allendale County, SC"
45009,80,0.0161943319838057,Black,"Bamberg County, SC"
45011,67,0.00804418297514708,Black,"Barnwell County, SC"
45025,153,0.00838264299802761,Black,"Chesterfield County, SC"
45029,147,0.00931263858093126,Black,"Colleton County, SC"
45033,8,7.00893639390223e-4,Black,"Dillon County, SC"
45043,340,0.0131380656130453,Black,"Georgetown County, SC"
45047,307,0.010309970782819,Black,"Greenwood County, SC"
45049,33,0.0046186144156753,Black,"Hampton County, SC"
45061,38,0.00624589086127548,Black,"Lee County, SC"
45065,21,0.00670070197830249,Black,"McCormick County, SC"
45067,66,0.00627555386517068,Black,"Marion County, SC"
45069,123,0.0140909611639363,Black,"Marlboro County, SC"
45071,142,0.0082452676808733,Black,"Newberry County, SC"
45075,176,0.00533640580940541,Black,"Orangeburg County, SC"
45089,57,0.0048885077186964,Black,"Williamsburg County, SC"
46007,10,0.00925925925925926,Native American and Alaska Native,"Bennett County, SD"
46017,3,0.005,Native American and Alaska Native,"Buffalo County, SD"
46021,2,0.00264900662251656,White,"Campbell County, SD"
46023,20,0.00521376433785193,Native American and Alaska Native,"Charles Mix County, SD"
46025,11,0.00667070952092177,White,"Clark County, SD"
46029,94,0.00609044965660231,White,"Codington County, SD"
46031,0,0,Native American and Alaska Native,"Corson County, SD"
46039,28,0.0127214902317129,White,"Deuel County, SD"
46041,15,0.00772399588053553,Native American and Alaska Native,"Dewey County, SD"
46043,8,0.00569395017793594,White,"Douglas County, SD"
46045,31,0.0163588390501319,White,"Edmunds County, SD"
46049,4,0.00413223140495868,White,"Faulk County, SD"
46051,80,0.0203665987780041,White,"Grant County, SD"
46055,3,0.0036231884057971,White,"Haakon County, SD"
46057,35,0.0121065375302663,White,"Hamlin County, SD"
46059,3,0.00191082802547771,White,"Hand County, SD"
46061,39,0.0221213840045377,White,"Hanson County, SD"
46067,28,0.00752485890889546,White,"Hutchinson County, SD"
46069,9,0.0121951219512195,White,"Hyde County, SD"
46071,12,0.0148148148148148,Native American and Alaska Native,"Jackson County, SD"
46077,22,0.00870942201108472,White,"Kingsbury County, SD"
46079,129,0.0209824333116461,White,"Lake County, SD"
46081,143,0.0103645720084076,White,"Lawrence County, SD"
46085,2,0.00130718954248366,Native American and Alaska Native,"Lyman County, SD"
46089,0,0,White,"McPherson County, SD"
46095,0,0,Native American and Alaska Native,"Mellette County, SD"
46097,5,0.00448028673835125,White,"Miner County, SD"
46102,0,0,Native American and Alaska Native,"Oglala Lakota County, SD"
46105,0,0,White,"Perkins County, SD"
46107,3,0.00254022015241321,White,"Potter County, SD"
46109,49,0.010989010989011,Native American and Alaska Native,"Roberts County, SD"
46111,4,0.00301431801055011,White,"Sanborn County, SD"
46115,11,0.00363276089828269,White,"Spink County, SD"
46119,10,0.0143061516452074,White,"Sully County, SD"
46121,27,0.013719512195122,Native American and Alaska Native,"Todd County, SD"
46137,2,0.00246609124537608,Native American and Alaska Native,"Ziebach County, SD"
47005,15,0.00255102040816327,White,"Benton County, TN"
47025,50,0.0038246768148091502,White,"Claiborne County, TN"
47027,19,0.00717793728749528,White,"Clay County, TN"
47029,77,0.00536137028269043,White,"Cocke County, TN"
47035,213,0.00953873712494402,White,"Cumberland County, TN"
47039,65,0.0151727357609711,White,"Decatur County, TN"
47049,27,0.00383686229927526,White,"Fentress County, TN"
47059,301,0.010413423283169,White,"Greene County, TN"
47067,20,0.00888494002665482,White,"Hancock County, TN"
47069,123,0.0144264602392681,Black,"Hardeman County, TN"
47071,77,0.00728339008702232,White,"Hardin County, TN"
47075,15,0.00202292650033715,Black,"Haywood County, TN"
47083,41,0.0126856435643564,White,"Houston County, TN"
47085,118,0.0152652005174644,White,"Humphreys County, TN"
47087,18,0.00388852883992223,White,"Jackson County, TN"
47091,75,0.0123538132103443,White,"Johnson County, TN"
47097,113,0.0124820501491218,Black,"Lauderdale County, TN"
47099,268,0.015051951698961,White,"Lawrence County, TN"
47101,42,0.00875182329652011,White,"Lewis County, TN"
47121,61,0.0124769891593373,White,"Meigs County, TN"
47127,32,0.011026878015162,White,"Moore County, TN"
47133,58,0.00611620795107034,White,"Overton County, TN"
47135,0,0,White,"Perry County, TN"
47137,0,0,White,"Pickett County, TN"
47151,97,0.0119975262832406,White,"Scott County, TN"
47175,4,0.00162271805273834,White,"Van Buren County, TN"
47185,122,0.011316204433726,White,"White County, TN"
48001,148,0.00764225963027987,Hispanic or Latino,"Anderson County, TX"
48003,30,0.0033288948069241,Hispanic or Latino,"Andrews County, TX"
48005,456,0.0123263231875439,Hispanic or Latino,"Angelina County, TX"
48007,18,0.00196807347474306,Hispanic or Latino,"Aransas County, TX"
48017,0,0,Hispanic or Latino,"Bailey County, TX"
48025,57,0.00561908517350158,Hispanic or Latino,"Bee County, TX"
48031,82,0.0150486327766563,Hispanic or Latino,"Blanco County, TX"
48035,80,0.0101910828025478,Hispanic or Latino,"Bosque County, TX"
48043,116,0.023582028867656,Hispanic or Latino,"Brewster County, TX"
48045,3,0.00511073253833049,Hispanic or Latino,"Briscoe County, TX"
48047,5,0.00182681768359518,Hispanic or Latino,"Brooks County, TX"
48049,73,0.00434549675575927,Hispanic or Latino,"Brown County, TX"
48053,354,0.0162766104188698,Hispanic or Latino,"Burnet County, TX"
48057,115,0.0118912211767139,Hispanic or Latino,"Calhoun County, TX"
48063,7,0.00138751238850347,Hispanic or Latino,"Camp County, TX"
48069,92,0.0261215218625781,Hispanic or Latino,"Castro County, TX"
48073,240,0.0116993272886809,Hispanic or Latino,"Cherokee County, TX"
48075,56,0.0193637621023513,Hispanic or Latino,"Childress County, TX"
48079,0,0,Hispanic or Latino,"Cochran County, TX"
48081,7,0.00510948905109489,Hispanic or Latino,"Coke County, TX"
48089,86,0.00983644058103626,Hispanic or Latino,"Colorado County, TX"
48093,36,0.00600100016669445,Hispanic or Latino,"Comanche County, TX"
48095,18,0.019501625135428,Hispanic or Latino,"Concho County, TX"
48097,244,0.0122097678142514,Hispanic or Latino,"Cooke County, TX"
48101,0,0,Hispanic or Latino,"Cottle County, TX"
48103,0,0,Hispanic or Latino,"Crane County, TX"
48105,0,0,Hispanic or Latino,"Crockett County, TX"
48109,0,0,Hispanic or Latino,"Culberson County, TX"
48111,72,0.0200333889816361,Hispanic or Latino,"Dallam County, TX"
48115,33,0.00764419735927728,Hispanic or Latino,"Dawson County, TX"
48117,43,0.00502747573950661,Hispanic or Latino,"Deaf Smith County, TX"
48123,33,0.00445705024311183,Hispanic or Latino,"DeWitt County, TX"
48125,0,0,Hispanic or Latino,"Dickens County, TX"
48127,50,0.0195236235845373,Hispanic or Latino,"Dimmit County, TX"
48131,0,0,Hispanic or Latino,"Duval County, TX"
48137,0,0,Hispanic or Latino,"Edwards County, TX"
48143,440,0.0221807733024147,Hispanic or Latino,"Erath County, TX"
48151,9,0.00485175202156334,Hispanic or Latino,"Fisher County, TX"
48153,15,0.00650477016478751,Hispanic or Latino,"Floyd County, TX"
48155,0,0,Hispanic or Latino,"Foard County, TX"
48163,18,0.00268977884040646,Hispanic or Latino,"Frio County, TX"
48165,123,0.0145218417945691,Hispanic or Latino,"Gaines County, TX"
48169,3,0.00172910662824207,Hispanic or Latino,"Garza County, TX"
48171,124,0.0102445472571051,Hispanic or Latino,"Gillespie County, TX"
48173,0,0,Hispanic or Latino,"Glasscock County, TX"
48177,37,0.00427993059572007,Hispanic or Latino,"Gonzales County, TX"
48179,62,0.00670560242266926,Hispanic or Latino,"Gray County, TX"
48185,60,0.00553812073103194,Hispanic or Latino,"Grimes County, TX"
48189,11,7.70469986691882e-4,Hispanic or Latino,"Hale County, TX"
48191,0,0,Hispanic or Latino,"Hall County, TX"
48195,11,0.00513778608127043,Hispanic or Latino,"Hansford County, TX"
48197,7,0.00377358490566038,Hispanic or Latino,"Hardeman County, TX"
48205,1,4.79846449136276e-4,Hispanic or Latino,"Hartley County, TX"
48207,25,0.0113275940190304,Hispanic or Latino,"Haskell County, TX"
48211,5,0.00311332503113325,Hispanic or Latino,"Hemphill County, TX"
48217,126,0.00792452830188679,Hispanic or Latino,"Hill County, TX"
48219,133,0.0139720558882236,Hispanic or Latino,"Hockley County, TX"
48227,78,0.00556864424930392,Hispanic or Latino,"Howard County, TX"
48233,47,0.00515690147026553,Hispanic or Latino,"Hutchinson County, TX"
48239,54,0.00867888138862102,Hispanic or Latino,"Jackson County, TX"
48243,15,0.021551724137931,Hispanic or Latino,"Jeff Davis County, TX"
48247,9,0.00408348457350272,Hispanic or Latino,"Jim Hogg County, TX"
48249,34,0.00218860637270679,Hispanic or Latino,"Jim Wells County, TX"
48255,3,6.24739691795085e-4,Hispanic or Latino,"Karnes County, TX"
48261,0,0,Hispanic or Latino,"Kenedy County, TX"
48265,258,0.0110739119237703,Hispanic or Latino,"Kerr County, TX"
48267,16,0.0075187969924812,Hispanic or Latino,"Kimble County, TX"
48269,0,0,Hispanic or Latino,"King County, TX"
48273,329,0.0250781309551033,Hispanic or Latino,"Kleberg County, TX"
48275,0,0,Hispanic or Latino,"Knox County, TX"
48279,101,0.0184172137126185,Hispanic or Latino,"Lamb County, TX"
48283,3,0.00116369278510473,Hispanic or Latino,"La Salle County, TX"
48285,78,0.00840698426384997,Hispanic or Latino,"Lavaca County, TX"
48287,63,0.00791258477769405,Hispanic or Latino,"Lee County, TX"
48293,22,0.00259709597450124,Hispanic or Latino,"Limestone County, TX"
48295,13,0.00900900900900901,Hispanic or Latino,"Lipscomb County, TX"
48297,30,0.00770020533880903,Hispanic or Latino,"Live Oak County, TX"
48301,0,0,White,"Loving County, TX"
48307,0,0,Hispanic or Latino,"McCulloch County, TX"
48311,0,0,Hispanic or Latino,"McMullen County, TX"
48313,60,0.0132100396301189,Hispanic or Latino,"Madison County, TX"
48319,28,0.016597510373444,Hispanic or Latino,"Mason County, TX"
48321,137,0.00932797712262545,Hispanic or Latino,"Matagorda County, TX"
48323,165,0.0074596500745965,Hispanic or Latino,"Maverick County, TX"
48327,10,0.0115874855156431,Hispanic or Latino,"Menard County, TX"
48331,99,0.00936790310370931,Hispanic or Latino,"Milam County, TX"
48333,8,0.00406297613001524,Hispanic or Latino,"Mills County, TX"
48335,0,0,Hispanic or Latino,"Mitchell County, TX"
48341,19,0.00192054988375619,Hispanic or Latino,"Moore County, TX"
48347,314,0.011090311870872,Hispanic or Latino,"Nacogdoches County, TX"
48349,104,0.00457927876359473,Hispanic or Latino,"Navarro County, TX"
48353,39,0.00637984622934729,Hispanic or Latino,"Nolan County, TX"
48357,50,0.0101173613921489,Hispanic or Latino,"Ochiltree County, TX"
48363,163,0.0135067948293006,Hispanic or Latino,"Palo Pinto County, TX"
48369,0,0,Hispanic or Latino,"Parmer County, TX"
48371,11,0.00183516850183517,Hispanic or Latino,"Pecos County, TX"
48377,58,0.0218291305984193,Hispanic or Latino,"Presidio County, TX"
48383,0,0,Hispanic or Latino,"Reagan County, TX"
48385,0,0,Hispanic or Latino,"Real County, TX"
48389,37,0.00562395500835993,Hispanic or Latino,"Reeves County, TX"
48391,50,0.0187687687687688,Hispanic or Latino,"Refugio County, TX"
48399,40,0.00893854748603352,Hispanic or Latino,"Runnels County, TX"
48411,9,0.00418994413407821,Hispanic or Latino,"San Saba County, TX"
48413,17,0.0178197064989518,Hispanic or Latino,"Schleicher County, TX"
48415,25,0.00375037503750375,Hispanic or Latino,"Scurry County, TX"
48419,69,0.00706243602865916,Hispanic or Latino,"Shelby County, TX"
48421,0,0,Hispanic or Latino,"Sherman County, TX"
48425,94,0.0227107997100749,Hispanic or Latino,"Somervell County, TX"
48427,57,0.00240020212228398,Hispanic or Latino,"Starr County, TX"
48429,10,0.00270343336036767,Hispanic or Latino,"Stephens County, TX"
48433,0,0,Hispanic or Latino,"Stonewall County, TX"
48435,0,0,Hispanic or Latino,"Sutton County, TX"
48437,13,0.00500770416024653,Hispanic or Latino,"Swisher County, TX"
48443,0,0,Hispanic or Latino,"Terrell County, TX"
48445,7,0.00144300144300144,Hispanic or Latino,"Terry County, TX"
48449,162,0.0119196527113531,Hispanic or Latino,"Titus County, TX"
48461,0,0,Hispanic or Latino,"Upton County, TX"
48463,72,0.00692108045756032,Hispanic or Latino,"Uvalde County, TX"
48465,132,0.00687142113482561,Hispanic or Latino,"Val Verde County, TX"
48471,400,0.0140277047168157,Hispanic or Latino,"Walker County, TX"
48475,37,0.0072265625,Hispanic or Latino,"Ward County, TX"
48481,175,0.00976889583565926,Hispanic or Latino,"Wharton County, TX"
48483,15,0.00617792421746293,Hispanic or Latino,"Wheeler County, TX"
48487,41,0.00711311589174185,Hispanic or Latino,"Wilbarger County, TX"
48489,14,0.00173138758347762,Hispanic or Latino,"Willacy County, TX"
48495,24,0.00713648528099911,Hispanic or Latino,"Winkler County, TX"
48501,39,0.0117505272672492,Hispanic or Latino,"Yoakum County, TX"
48503,123,0.0158403090792015,Hispanic or Latino,"Young County, TX"
48505,25,0.00511980339954946,Hispanic or Latino,"Zapata County, TX"
48507,6,0.00144508670520231,Hispanic or Latino,"Zavala County, TX"
49009,0,0,White,"Daggett County, UT"
49015,11,0.00284826514759192,White,"Emery County, UT"
49025,67,0.0192032100888507,White,"Kane County, UT"
49031,1,0.00161030595813205,White,"Piute County, UT"
49037,31,0.00582378358068758,Native American and Alaska Native,"San Juan County, UT"
49041,156,0.0170790453251587,White,"Sevier County, UT"
49055,23,0.0200698080279232,White,"Wayne County, UT"
50001,519,0.0256714646089924,White,"Addison County, VT"
50003,376,0.0212850268893292,White,"Bennington County, VT"
50005,163,0.0107789974871049,White,"Caledonia County, VT"
50009,22,0.0083905415713196,White,"Essex County, VT"
50015,291,0.0208094965675057,White,"Lamoille County, VT"
50019,120,0.00923076923076923,White,"Orleans County, VT"
50021,430,0.0143783856082391,White,"Rutland County, VT"
50025,298,0.0127464818854528,White,"Windham County, VT"
50027,751,0.0261937149035611,White,"Windsor County, VT"
51005,67,0.0105511811023622,White,"Alleghany County, VA"
51017,0,0,White,"Bath County, VA"
51021,21,0.00933333333333333,White,"Bland County, VA"
51025,54,0.00851466414380322,Black,"Brunswick County, VA"
51027,11,0.00175746924428822,White,"Buchanan County, VA"
51029,71,0.011072988147224,Black,"Buckingham County, VA"
51035,87,0.0069505472557322,White,"Carroll County, VA"
51051,102,0.0238987816307404,White,"Dickenson County, VA"
51057,105,0.0231532524807056,Black,"Essex County, VA"
51063,140,0.0183799396087699,White,"Floyd County, VA"
51081,6,0.00166435506241331,Black,"Greensville County, VA"
51083,154,0.0111489176862376,Black,"Halifax County, VA"
51091,18,0.02275600505689,White,"Highland County, VA"
51105,95,0.0133146461107218,White,"Lee County, VA"
51111,6,0.00128727740828148,Black,"Lunenburg County, VA"
51117,243,0.0193163751987281,Black,"Mecklenburg County, VA"
51131,38,0.00767056923698022,Black,"Northampton County, VA"
51135,122,0.0209910529938059,Black,"Nottoway County, VA"
51139,42,0.00382200382200382,White,"Page County, VA"
51147,109,0.0136164896939413,Black,"Prince Edward County, VA"
51163,175,0.0176180408738548,White,"Rockbridge County, VA"
51167,150,0.0169014084507042,White,"Russell County, VA"
51173,48,0.00392895146107882,White,"Smyth County, VA"
51181,17,0.00533751962323391,Black,"Surry County, VA"
51185,140,0.00955566172957477,White,"Tazewell County, VA"
51197,176,0.0137866207112643,White,"Wythe County, VA"
51590,175,0.0103324083367775,Black,"Danville city, VA"
51595,27,0.0124596215966774,Black,"Emporia city, VA"
53001,13,0.00161130391670798,Hispanic or Latino,"Adams County, WA"
53023,14,0.0156599552572707,White,"Garfield County, WA"
53025,486,0.0112033195020747,Hispanic or Latino,"Grant County, WA"
53043,65,0.0148809523809524,White,"Lincoln County, WA"
53047,122,0.00734453073264704,Hispanic or Latino,"Okanogan County, WA"
54001,55,0.00952051237666609,White,"Barbour County, WV"
54007,58,0.0142681426814268,White,"Braxton County, WV"
54013,18,0.00894632206759443,White,"Calhoun County, WV"
54017,28,0.00904684975767367,White,"Doddridge County, WV"
54023,41,0.008593586250262,White,"Grant County, WV"
54025,84,0.00620842572062084,White,"Greenbrier County, WV"
54031,90,0.0143016049578897,White,"Hardy County, WV"
54033,526,0.0179130908595559,White,"Harrison County, WV"
54041,32,0.00488698839340257,White,"Lewis County, WV"
54045,19,0.00210153744054861,White,"Logan County, WV"
54053,26,0.00269402134493835,White,"Mason County, WV"
54059,24,0.00381133873272987,White,"Mingo County, WV"
54063,0,0,White,"Monroe County, WV"
54067,55,0.00605927068414674,White,"Nicholas County, WV"
54071,0,0,White,"Pendleton County, WV"
54073,29,0.00902021772939347,White,"Pleasants County, WV"
54075,2,7.68935024990388e-4,White,"Pocahontas County, WV"
54083,68,0.00646510743487355,White,"Randolph County, WV"
54085,25,0.00862068965517241,White,"Ritchie County, WV"
54087,11,0.0025451180009255,White,"Roane County, WV"
54091,72,0.0107752170008979,White,"Taylor County, WV"
54093,14,0.00480274442538594,White,"Tucker County, WV"
54095,11,0.00366178428761651,White,"Tyler County, WV"
54097,170,0.0172204213938412,White,"Upshur County, WV"
54101,0,0,White,"Webster County, WV"
54103,4,7.77000777000777e-4,White,"Wetzel County, WV"
54109,0,0,White,"Wyoming County, WV"
55005,240,0.0106458481192335,White,"Barron County, WI"
55011,55,0.00786500786500786,White,"Buffalo County, WI"
55013,91,0.0135517498138496,White,"Burnett County, WI"
55019,108,0.00676014021031547,White,"Clark County, WI"
55023,82,0.0115901060070671,White,"Crawford County, WI"
55029,220,0.0151400454201363,White,"Door County, WI"
55033,334,0.0139120293235588,White,"Dunn County, WI"
55037,21,0.0111524163568773,White,"Florence County, WI"
55043,620,0.0233556844722369,White,"Grant County, WI"
55047,155,0.0172241360151128,White,"Green Lake County, WI"
55051,22,0.00829562594268477,White,"Iron County, WI"
55065,161,0.0191666666666667,White,"Lafayette County, WI"
55067,52,0.00588901472253681,White,"Langlade County, WI"
55075,207,0.0107448741240592,White,"Marinette County, WI"
55077,49,0.00703012912482066,White,"Marquette County, WI"
55078,18,0.0136363636363636,Native American and Alaska Native,"Menominee County, WI"
55085,183,0.0107850070721358,White,"Oneida County, WI"
55091,12,0.0033195020746888,White,"Pepin County, WI"
55095,247,0.0111301369863014,White,"Polk County, WI"
55099,54,0.00857278933163994,White,"Price County, WI"
55103,68,0.00843567795558864,White,"Richland County, WI"
55107,54,0.00857823669579031,White,"Rusk County, WI"
55119,63,0.00633675316837658,White,"Taylor County, WI"
55123,171,0.0124699190549114,White,"Vernon County, WI"
55129,68,0.00943658062725507,White,"Washburn County, WI"
55135,323,0.0122977346278317,White,"Waupaca County, WI"
55141,650,0.0182440776917032,White,"Wood County, WI"
56007,40,0.00585051923358198,Hispanic or Latino,"Carbon County, WY"
56011,7,0.00201961915753029,White,"Crook County, WY"
56013,41,0.00239611945532114,Native American and Alaska Native,"Fremont County, WY"
56017,18,0.00817067635043123,White,"Hot Springs County, WY"
56019,0,0,White,"Johnson County, WY"
56023,74,0.00772603883900606,White,"Lincoln County, WY"
56029,188,0.0132450331125828,White,"Park County, WY"
56033,374,0.0246165997498848,White,"Sheridan County, WY"
56035,13,0.00294384057971014,White,"Sublette County, WY"
